County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
Calaveras County,2013,2089,929,944,11,11,22,18,14,13,2,3,69,53,853,850,194,192
Calaveras County,2013,2420,1103,1035,29,14,27,21,17,16,4,1,72,81,1020,955,232,213
Calaveras County,2013,2717,1258,1130,46,15,30,24,21,25,2,3,86,77,1157,1029,286,245
Calaveras County,2013,2026,927,861,19,4,32,27,20,22,5,3,53,53,891,816,165,154
Calaveras County,2013,1847,901,792,17,5,16,10,16,14,2,6,40,28,826,727,166,128
Calaveras County,2013,1896,871,850,13,5,21,18,13,28,6,2,33,36,808,824,149,115
Calaveras County,2013,1844,896,778,13,10,21,26,15,21,1,3,23,37,822,749,147,126
Calaveras County,2013,2241,980,1067,12,2,26,24,12,30,2,3,35,48,931,1047,136,127
Calaveras County,2013,2782,1255,1309,22,8,31,24,25,23,3,3,37,42,1232,1281,141,128
Calaveras County,2013,3708,1674,1777,11,15,30,35,31,29,3,3,54,46,1634,1715,169,190
Calaveras County,2013,4241,1930,2041,10,13,31,40,12,33,4,3,62,62,1886,2018,163,174
Calaveras County,2013,4205,1935,2020,22,15,33,38,18,32,5,3,40,44,1934,2028,119,124
Calaveras County,2013,3867,1891,1786,11,6,29,22,18,26,4,4,34,36,1851,1782,136,98
Calaveras County,2013,2804,1337,1344,9,6,14,17,20,16,3,0,18,20,1312,1322,89,81
Calaveras County,2013,2022,963,973,11,2,11,15,8,8,1,2,13,15,938,967,69,48
Calaveras County,2013,1166,535,584,5,4,6,6,3,10,1,0,5,7,534,586,21,25
Calaveras County,2013,1041,409,594,1,1,4,2,1,9,0,1,5,14,403,588,17,33
Calaveras County,2014,44673,20574,20581,261,151,411,404,281,360,48,47,777,778,19750,19916,2602,2405
Calaveras County,2014,1768,809,746,10,7,26,19,11,9,0,1,69,61,770,685,155,158
Calaveras County,2014,2085,909,951,8,10,20,23,11,9,2,3,74,65,849,872,175,189
Calaveras County,2014,2331,1064,980,24,11,24,21,19,14,3,1,89,81,989,887,234,221
Calaveras County,2014,2616,1243,1059,46,16,36,18,16,25,2,3,78,74,1119,968,302,227
Calaveras County,2014,2020,945,834,20,6,29,28,27,19,5,4,51,52,909,801,168,142
Calaveras County,2014,1921,895,853,15,6,22,20,14,19,1,6,40,30,822,786,165,148
Calaveras County,2014,1920,899,846,16,5,19,18,16,21,8,3,36,33,834,814,160,112
Calaveras County,2014,1909,908,804,16,9,27,28,19,19,3,4,28,44,841,776,160,132
Calaveras County,2014,2151,963,994,13,7,23,28,11,27,2,2,36,45,900,972,148,131
Calaveras County,2014,2617,1162,1229,23,10,31,20,25,30,3,2,38,44,1132,1204,150,131
Calaveras County,2014,3598,1627,1730,10,13,24,41,29,25,3,4,50,42,1605,1678,138,177
Calaveras County,2014,4168,1901,2014,11,12,29,34,13,34,2,1,59,58,1842,1959,173,194
Calaveras County,2014,4296,1938,2095,13,16,36,38,16,37,4,5,46,52,1921,2090,132,153
Calaveras County,2014,4002,1944,1854,10,8,30,28,20,25,6,4,39,34,1907,1862,142,91
Calaveras County,2014,2963,1414,1409,8,6,19,17,22,21,2,1,21,23,1396,1391,90,86
Calaveras County,2014,2039,990,969,12,2,5,15,7,7,1,2,13,16,960,959,68,52
Calaveras County,2014,1210,555,600,4,6,8,7,4,10,1,0,7,8,552,603,27,28
Calaveras County,2014,1059,408,614,2,1,3,1,1,9,0,1,3,16,402,609,15,33
Calaveras County,2015,44957,20645,20708,262,152,407,420,275,374,52,52,803,807,19815,20065,2629,2448
Calaveras County,2015,1823,815,774,12,10,28,20,8,10,0,2,86,58,807,716,142,158
Calaveras County,2015,2063,910,931,7,8,20,18,13,12,3,2,64,75,848,869,169,177
Calaveras County,2015,2256,1009,966,19,9,23,22,16,10,4,1,98,79,933,875,236,212
Calaveras County,2015,2520,1187,1028,47,13,29,22,18,18,1,2,80,75,1063,928,299,230
Calaveras County,2015,2069,1007,807,20,8,29,27,19,23,6,6,53,64,941,777,193,158
Calaveras County,2015,1943,881,882,13,7,31,22,14,24,3,6,36,24,821,816,157,149
Calaveras County,2015,2029,957,894,14,6,21,19,19,19,9,3,31,37,871,842,180,136
Calaveras County,2015,1971,901,864,19,9,23,23,18,22,2,4,37,49,851,843,149,128
Calaveras County,2015,2048,964,900,12,6,23,27,12,36,3,3,27,35,909,883,132,124
Calaveras County,2015,2582,1131,1222,23,8,32,25,22,31,1,1,39,47,1083,1189,165,145
Calaveras County,2015,3388,1573,1584,13,10,20,39,30,20,4,4,49,42,1551,1554,138,145
Calaveras County,2015,4220,1884,2076,12,13,29,37,13,38,1,4,55,58,1826,2026,168,200
Calaveras County,2015,4338,1926,2139,14,19,31,39,16,32,4,5,53,60,1902,2114,142,180
Calaveras County,2015,4185,1996,1952,9,9,32,38,20,34,7,3,49,36,1962,1969,151,103
Calaveras County,2015,3062,1485,1438,5,7,21,16,25,17,2,3,19,24,1469,1423,88,82
Calaveras County,2015,2094,1006,997,15,4,3,19,4,8,1,2,17,18,980,988,66,60
Calaveras County,2015,1273,594,621,6,5,9,5,7,10,1,0,7,8,588,619,36,30
Calaveras County,2015,1093,419,633,2,1,3,2,1,10,0,1,3,18,410,634,18,31
Calaveras County,2016,45303,20768,20830,254,149,403,435,299,395,58,59,804,849,19880,20149,2706,2568
Calaveras County,2016,1872,833,805,8,8,26,26,12,10,0,7,89,48,810,751,158,153
Calaveras County,2016,2037,912,891,13,8,20,15,10,13,3,3,69,80,843,830,184,180
Calaveras County,2016,2241,1012,988,13,8,19,20,16,12,2,0,81,70,926,882,217,216
Calaveras County,2016,2441,1165,971,49,13,25,22,20,17,3,2,73,81,1054,883,281,223
Calaveras County,2016,2072,973,836,15,6,35,31,22,16,4,6,57,71,899,781,207,185
Calaveras County,2016,2002,909,885,12,9,30,22,17,25,5,6,51,31,871,824,153,154
Calaveras County,2016,2142,1020,933,13,4,19,17,21,26,8,6,34,41,921,866,194,161
Calaveras County,2016,2097,979,924,22,9,18,21,15,26,3,3,30,47,904,905,163,125
Calaveras County,2016,1933,902,835,11,8,20,27,18,41,4,4,27,36,852,811,130,140
Calaveras County,2016,2625,1155,1247,16,4,26,31,19,30,2,1,37,57,1093,1214,162,156
Calaveras County,2016,3229,1495,1500,13,7,28,34,29,25,8,3,42,45,1464,1477,151,137
Calaveras County,2016,4159,1859,2028,15,18,31,45,17,34,1,3,57,51,1810,1975,170,204
Calaveras County,2016,4410,1920,2211,12,15,30,36,18,32,3,5,49,79,1876,2183,156,195
Calaveras County,2016,4296,2033,1998,13,13,35,39,21,42,7,3,53,39,2009,2017,153,117
Calaveras County,2016,3179,1541,1479,6,8,24,19,29,15,3,4,26,25,1532,1457,97,93
Calaveras County,2016,2153,1033,1025,13,4,6,20,6,10,1,1,16,18,1008,1019,67,59
Calaveras County,2016,1279,590,624,7,4,7,7,8,9,1,1,10,11,585,617,38,39
Calaveras County,2016,1136,437,650,3,3,4,3,1,12,0,1,3,19,423,657,25,31
Calaveras County,2017,45642,20850,20934,266,162,402,454,319,419,53,64,845,874,19933,20221,2802,2686
Calaveras County,2017,1931,851,820,4,10,30,25,11,11,1,6,106,56,837,775,166,153
Calaveras County,2017,2018,924,846,15,10,19,16,13,16,2,4,74,79,850,797,197,174
Calaveras County,2017,2248,1008,989,12,8,16,20,25,17,3,3,75,72,921,895,218,214
Calaveras County,2017,2365,1102,953,50,14,28,23,19,14,3,4,76,79,992,856,286,231
Calaveras County,2017,2067,980,823,18,7,22,32,19,24,3,6,67,66,894,768,215,190
Calaveras County,2017,2102,951,927,15,11,31,23,14,19,4,6,49,52,896,887,168,151
Calaveras County,2017,2265,1066,1006,14,6,21,22,23,22,1,4,39,41,962,913,202,188
Calaveras County,2017,2170,1009,957,24,7,16,22,14,33,6,3,33,46,947,919,155,149
